UR #	ILLOC	SR	
2160	DEC	Adv[+WA] S Aux Never Verb                         	
2161	DEC	Adv[+WA] S Aux Never Verb O1                      	
2162	DEC	Adv[+WA] S Aux Never Verb O1 O2                   	
2163	DEC	Adv[+WA] S Aux Never Verb O1 O2 P O3              	
2164	DEC	Adv[+WA] S Aux Never Verb O1 P O3                 	
2165	DEC	Adv[+WA] S Aux Never Verb P O3                    	
2166	DEC	Adv[+WA] S Aux Not Verb                           	
2167	DEC	Adv[+WA] S Aux Not Verb O1                        	
2168	DEC	Adv[+WA] S Aux Not Verb O1 O2                     	
2169	DEC	Adv[+WA] S Aux Not Verb O1 O2 P O3                	
2170	DEC	Adv[+WA] S Aux Not Verb O1 P O3                   	
2171	DEC	Adv[+WA] S Aux Not Verb P O3                      	
2172	DEC	Adv[+WA] S Aux Verb                               	
2173	DEC	Adv[+WA] S Aux Verb O1                            	
2174	DEC	Adv[+WA] S Aux Verb O1 O2                         	
2175	DEC	Adv[+WA] S Aux Verb O1 O2 P O3                    	
2176	DEC	Adv[+WA] S Aux Verb O1 P O3                       	
2177	DEC	Adv[+WA] S Aux Verb P O3                          	
2178	DEC	Adv[+WA] S Verb Never                             	
2179	DEC	Adv[+WA] S Verb Never O1                          	
2180	DEC	Adv[+WA] S Verb Never O1 O2                       	
2181	DEC	Adv[+WA] S Verb Never O1 O2 P O3                  	
2182	DEC	Adv[+WA] S Verb Never O1 P O3                     	
2183	DEC	Adv[+WA] S Verb Never P O3                        	
2184	DEC	Adv[+WA] S Verb Not                               	
2185	DEC	Adv[+WA] S Verb Not O1                            	
2186	DEC	Adv[+WA] S Verb Not O1 O2                         	
2187	DEC	Adv[+WA] S Verb Not O1 O2 P O3                    	
2188	DEC	Adv[+WA] S Verb Not O1 P O3                       	
2189	DEC	Adv[+WA] S Verb Not P O3                          	
2190	DEC	Adv[+WA] S Verb                                   	
2191	DEC	Adv[+WA] S Verb O1                                	
2192	DEC	Adv[+WA] S Verb O1 O2                             	
2193	DEC	Adv[+WA] S Verb O1 O2 P O3                        	
2194	DEC	Adv[+WA] S Verb O1 P O3                           	
2195	DEC	Adv[+WA] S Verb P O3                              	
6240	DEC	O1[+WA] S Aux Never Verb Adv                      	
6241	DEC	O1[+WA] S Aux Never Verb O2 Adv                   	
6242	DEC	O1[+WA] S Aux Never Verb O2 P O3 Adv              	
6243	DEC	O1[+WA] S Aux Never Verb O2 P O3                  	
6244	DEC	O1[+WA] S Aux Never Verb O2                       	
6245	DEC	O1[+WA] S Aux Never Verb P O3 Adv                 	
6246	DEC	O1[+WA] S Aux Never Verb P O3                     	
6247	DEC	O1[+WA] S Aux Never Verb                          	
6248	DEC	O1[+WA] S Aux Not Verb Adv                        	
6249	DEC	O1[+WA] S Aux Not Verb O2 Adv                     	
6250	DEC	O1[+WA] S Aux Not Verb O2 P O3 Adv                	
6251	DEC	O1[+WA] S Aux Not Verb O2 P O3                    	
6252	DEC	O1[+WA] S Aux Not Verb O2                         	
6253	DEC	O1[+WA] S Aux Not Verb P O3 Adv                   	
6254	DEC	O1[+WA] S Aux Not Verb P O3                       	
6255	DEC	O1[+WA] S Aux Not Verb                            	
6256	DEC	O1[+WA] S Aux Verb Adv                            	
6257	DEC	O1[+WA] S Aux Verb O2 Adv                         	
6258	DEC	O1[+WA] S Aux Verb O2 P O3 Adv                    	
6259	DEC	O1[+WA] S Aux Verb O2 P O3                        	
6260	DEC	O1[+WA] S Aux Verb O2                             	
6261	DEC	O1[+WA] S Aux Verb P O3 Adv                       	
6262	DEC	O1[+WA] S Aux Verb P O3                           	
6263	DEC	O1[+WA] S Aux Verb                                	
6264	DEC	O1[+WA] S Verb Never Adv                          	
6265	DEC	O1[+WA] S Verb Never O2 Adv                       	
6266	DEC	O1[+WA] S Verb Never O2 P O3 Adv                  	
6267	DEC	O1[+WA] S Verb Never O2 P O3                      	
6268	DEC	O1[+WA] S Verb Never O2                           	
6269	DEC	O1[+WA] S Verb Never P O3 Adv                     	
6270	DEC	O1[+WA] S Verb Never P O3                         	
6271	DEC	O1[+WA] S Verb Never                              	
6272	DEC	O1[+WA] S Verb Not Adv                            	
6273	DEC	O1[+WA] S Verb Not O2 Adv                         	
6274	DEC	O1[+WA] S Verb Not O2 P O3 Adv                    	
6275	DEC	O1[+WA] S Verb Not O2 P O3                        	
6276	DEC	O1[+WA] S Verb Not O2                             	
6277	DEC	O1[+WA] S Verb Not P O3 Adv                       	
6278	DEC	O1[+WA] S Verb Not P O3                           	
6279	DEC	O1[+WA] S Verb Not                                	
6280	DEC	O1[+WA] S Verb Adv                                	
6281	DEC	O1[+WA] S Verb O2 Adv                             	
6282	DEC	O1[+WA] S Verb O2 P O3 Adv                        	
6283	DEC	O1[+WA] S Verb O2 P O3                            	
6284	DEC	O1[+WA] S Verb O2                                 	
6285	DEC	O1[+WA] S Verb P O3 Adv                           	
6286	DEC	O1[+WA] S Verb P O3                               	
6287	DEC	O1[+WA] S Verb                                    	
9280	DEC	O2[+WA] S Aux Never Verb O1 Adv                   	
9281	DEC	O2[+WA] S Aux Never Verb O1 P O3 Adv              	
9282	DEC	O2[+WA] S Aux Never Verb O1 P O3                  	
9283	DEC	O2[+WA] S Aux Never Verb O1                       	
9284	DEC	O2[+WA] S Aux Not Verb O1 Adv                     	
9285	DEC	O2[+WA] S Aux Not Verb O1 P O3 Adv                	
9286	DEC	O2[+WA] S Aux Not Verb O1 P O3                    	
9287	DEC	O2[+WA] S Aux Not Verb O1                         	
9288	DEC	O2[+WA] S Aux Verb O1 Adv                         	
9289	DEC	O2[+WA] S Aux Verb O1 P O3 Adv                    	
9290	DEC	O2[+WA] S Aux Verb O1 P O3                        	
9291	DEC	O2[+WA] S Aux Verb O1                             	
9292	DEC	O2[+WA] S Verb Never O1 Adv                       	
9293	DEC	O2[+WA] S Verb Never O1 P O3 Adv                  	
9294	DEC	O2[+WA] S Verb Never O1 P O3                      	
9295	DEC	O2[+WA] S Verb Never O1                           	
9296	DEC	O2[+WA] S Verb Not O1 Adv                         	
9297	DEC	O2[+WA] S Verb Not O1 P O3 Adv                    	
9298	DEC	O2[+WA] S Verb Not O1 P O3                        	
9299	DEC	O2[+WA] S Verb Not O1                             	
9300	DEC	O2[+WA] S Verb O1 Adv                             	
9301	DEC	O2[+WA] S Verb O1 P O3 Adv                        	
9302	DEC	O2[+WA] S Verb O1 P O3                            	
9303	DEC	O2[+WA] S Verb O1                                 	
16936	DEC	S[+WA] Aux Never Verb Adv                         	
16937	DEC	S[+WA] Aux Never Verb O1 Adv                      	
16938	DEC	S[+WA] Aux Never Verb O1 O2 Adv                   	
16939	DEC	S[+WA] Aux Never Verb O1 O2 P O3 Adv              	
16940	DEC	S[+WA] Aux Never Verb O1 O2 P O3                  	
16941	DEC	S[+WA] Aux Never Verb O1 O2                       	
16942	DEC	S[+WA] Aux Never Verb O1 P O3 Adv                 	
16943	DEC	S[+WA] Aux Never Verb O1 P O3                     	
16944	DEC	S[+WA] Aux Never Verb O1                          	
16945	DEC	S[+WA] Aux Never Verb P O3 Adv                    	
16946	DEC	S[+WA] Aux Never Verb P O3                        	
16947	DEC	S[+WA] Aux Never Verb                             	
16948	DEC	S[+WA] Aux Not Verb Adv                           	
16949	DEC	S[+WA] Aux Not Verb O1 Adv                        	
16950	DEC	S[+WA] Aux Not Verb O1 O2 Adv                     	
16951	DEC	S[+WA] Aux Not Verb O1 O2 P O3 Adv                	
16952	DEC	S[+WA] Aux Not Verb O1 O2 P O3                    	
16953	DEC	S[+WA] Aux Not Verb O1 O2                         	
16954	DEC	S[+WA] Aux Not Verb O1 P O3 Adv                   	
16955	DEC	S[+WA] Aux Not Verb O1 P O3                       	
16956	DEC	S[+WA] Aux Not Verb O1                            	
16957	DEC	S[+WA] Aux Not Verb P O3 Adv                      	
16958	DEC	S[+WA] Aux Not Verb P O3                          	
16959	DEC	S[+WA] Aux Not Verb                               	
16960	DEC	S[+WA] Aux Verb Adv                               	
16961	DEC	S[+WA] Aux Verb O1 Adv                            	
16962	DEC	S[+WA] Aux Verb O1 O2 Adv                         	
16963	DEC	S[+WA] Aux Verb O1 O2 P O3 Adv                    	
16964	DEC	S[+WA] Aux Verb O1 O2 P O3                        	
16965	DEC	S[+WA] Aux Verb O1 O2                             	
16966	DEC	S[+WA] Aux Verb O1 P O3 Adv                       	
16967	DEC	S[+WA] Aux Verb O1 P O3                           	
16968	DEC	S[+WA] Aux Verb O1                                	
16969	DEC	S[+WA] Aux Verb P O3 Adv                          	
16970	DEC	S[+WA] Aux Verb P O3                              	
16971	DEC	S[+WA] Aux Verb                                   	
16972	DEC	S[+WA] Verb Never Adv                             	
16973	DEC	S[+WA] Verb Never O1 Adv                          	
16974	DEC	S[+WA] Verb Never O1 O2 Adv                       	
16975	DEC	S[+WA] Verb Never O1 O2 P O3 Adv                  	
16976	DEC	S[+WA] Verb Never O1 O2 P O3                      	
16977	DEC	S[+WA] Verb Never O1 O2                           	
16978	DEC	S[+WA] Verb Never O1 P O3 Adv                     	
16979	DEC	S[+WA] Verb Never O1 P O3                         	
16980	DEC	S[+WA] Verb Never O1                              	
16981	DEC	S[+WA] Verb Never P O3 Adv                        	
16982	DEC	S[+WA] Verb Never P O3                            	
16983	DEC	S[+WA] Verb Never                                 	
16984	DEC	S[+WA] Verb Not Adv                               	
16985	DEC	S[+WA] Verb Not O1 Adv                            	
16986	DEC	S[+WA] Verb Not O1 O2 Adv                         	
16987	DEC	S[+WA] Verb Not O1 O2 P O3 Adv                    	
16988	DEC	S[+WA] Verb Not O1 O2 P O3                        	
16989	DEC	S[+WA] Verb Not O1 O2                             	
16990	DEC	S[+WA] Verb Not O1 P O3 Adv                       	
16991	DEC	S[+WA] Verb Not O1 P O3                           	
16992	DEC	S[+WA] Verb Not O1                                	
16993	DEC	S[+WA] Verb Not P O3 Adv                          	
16994	DEC	S[+WA] Verb Not P O3                              	
16995	DEC	S[+WA] Verb Not                                   	
16996	DEC	S[+WA] Verb Adv                                   	
16997	DEC	S[+WA] Verb O1 Adv                                	
16998	DEC	S[+WA] Verb O1 O2 Adv                             	
16999	DEC	S[+WA] Verb O1 O2 P O3 Adv                        	
17000	DEC	S[+WA] Verb O1 O2 P O3                            	
17001	DEC	S[+WA] Verb O1 O2                                 	
17002	DEC	S[+WA] Verb O1 P O3 Adv                           	
17003	DEC	S[+WA] Verb O1 P O3                               	
17004	DEC	S[+WA] Verb O1                                    	
17005	DEC	S[+WA] Verb P O3 Adv                              	
17006	DEC	S[+WA] Verb P O3                                  	
17007	DEC	S[+WA] Verb                                       	
22900	DEC	P[+WA] O3 S Aux Never Verb O1 O2 Adv              	
22901	DEC	P[+WA] O3 S Aux Never Verb O1 O2                  	
22902	DEC	P[+WA] O3 S Aux Never Verb O1 Adv                 	
22903	DEC	P[+WA] O3 S Aux Never Verb O1                     	
22904	DEC	P[+WA] O3 S Aux Never Verb Adv                    	
22905	DEC	P[+WA] O3 S Aux Never Verb                        	
22906	DEC	P[+WA] O3 S Aux Not Verb O1 O2 Adv                	
22907	DEC	P[+WA] O3 S Aux Not Verb O1 O2                    	
22908	DEC	P[+WA] O3 S Aux Not Verb O1 Adv                   	
22909	DEC	P[+WA] O3 S Aux Not Verb O1                       	
22910	DEC	P[+WA] O3 S Aux Not Verb Adv                      	
22911	DEC	P[+WA] O3 S Aux Not Verb                          	
22912	DEC	P[+WA] O3 S Aux Verb O1 O2 Adv                    	
22913	DEC	P[+WA] O3 S Aux Verb O1 O2                        	
22914	DEC	P[+WA] O3 S Aux Verb O1 Adv                       	
22915	DEC	P[+WA] O3 S Aux Verb O1                           	
22916	DEC	P[+WA] O3 S Aux Verb Adv                          	
22917	DEC	P[+WA] O3 S Aux Verb                              	
22918	DEC	P[+WA] O3 S Verb Never O1 O2 Adv                  	
22919	DEC	P[+WA] O3 S Verb Never O1 O2                      	
22920	DEC	P[+WA] O3 S Verb Never O1 Adv                     	
22921	DEC	P[+WA] O3 S Verb Never O1                         	
22922	DEC	P[+WA] O3 S Verb Never Adv                        	
22923	DEC	P[+WA] O3 S Verb Never                            	
22924	DEC	P[+WA] O3 S Verb Not O1 O2 Adv                    	
22925	DEC	P[+WA] O3 S Verb Not O1 O2                        	
22926	DEC	P[+WA] O3 S Verb Not O1 Adv                       	
22927	DEC	P[+WA] O3 S Verb Not O1                           	
22928	DEC	P[+WA] O3 S Verb Not Adv                          	
22929	DEC	P[+WA] O3 S Verb Not                              	
22930	DEC	P[+WA] O3 S Verb O1 O2 Adv                        	
22931	DEC	P[+WA] O3 S Verb O1 O2                            	
22932	DEC	P[+WA] O3 S Verb O1 Adv                           	
22933	DEC	P[+WA] O3 S Verb O1                               	
22934	DEC	P[+WA] O3 S Verb Adv                              	
22935	DEC	P[+WA] O3 S Verb                                  	
